puosta	p û ə s̪ t̪ ɐ
iašas	ɪ ä̌ː ʃ ɐ s̪
ltuburais	l t ʊ b ʊ ɾ ɐ j s
fdomų	fː d oː m uː
jietuviškąją	jʲ j ɛ t ʊ ʋʲ ɪ ʃ k aː j æː
tritarimą	tʲ ɾʲ ɪ t ɐ ɾʲ ɪ m aː
ūmogau	u m o ɡ ɐ u
esančioju	ɛ s ɐ nʲ tʲ ʃʲ o j ʊ
šmogiškąją	ʃ m oː ɡʲ ɪ ʃ k aː j æː
čažiausiems	t ɐ ʒʲ æː ʊ sʲ j ɛ m s
heniausiesiems	hʲ ɛ nʲ æː ʊ sʲ j ɛ sʲ j ɛ m s
žarkeliaujantį	ʒ ɐ rʲ kʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ iː
bainuojanti	b ɐ j n u ɔ j ɛ nʲ tʲ ɪ
kkirtumus	kʲ kʲ ɪ ɾ t ʊ m ʊ s
tekiškojo	tʲ ʃʲ ɛ kʲ ɪ ʃ k o j o
clizgančios	tʲ lʲ ɪ z ɡ ɐ nʲ tʲ ʃʲ o s
hduodančioje	hː d u ɔ d ɐ nʲ tʲ ʃʲ o j ɛ
dvelnesnio	dʲ ʋʲ ɛ l nʲ ɛ sʲ nʲ o
pš	p ʃ
lalinčių	l aː lʲ ɪ nʲ tʲ ʃʲ uː
tuslapiams	t ʊ s l ɐ pʲ ɛ m s
pučiuosiančią	p ʊ tʲ ʃʲ u ɔ sʲ ɛ nʲ tʲ ʃʲ æː
tėklinių	tʲ eː kʲ lʲ ɪ nʲ uː
laugiomis	l ɐ ʊ ɡʲ o mʲ ɪ s
kroatiškasis	k r o aː tʲ ɪ ʃ k ɐ sʲ ɪ s
uraganas	ʊ r ɐ ɡ aː n ɐ s
mštatuiravusįjį	m ʃ t ɐ t ʊ ɪ r aː ʋ ʊ sʲ iː j iː
kvaigždėms	k ʋ ɐ j ɡʲ ʒʲ dʲ eː m s
dedieviškiausi	dʲ ɛ dʲ j ɛ ʋʲ ɪ ʃʲ kʲ æː ʊ sʲ ɪ
salbančių	s ɐ l b ɐ nʲ tʲ ʃʲ u
įrūtinė	i ɾ uː tʲ ɪ nʲ eː
čkui	tː k ʊ ɪ
gapnuodavusią	ɡ ɐ p n u ɔ d ɐ ʋ ʊ sʲ æː
vištai	ʋʲ ɪ ʃ t ɐ j
vokiškamu	ʋ oː kʲ ɪ ʃ k ɐ mʲ ʊ
žėkla	ʒʲ eː k l ɐ
npatingosiomis	nː p ɐ tʲ ɪ n ɡ o sʲ o mʲ ɪ s
brofesijas	b r o fʲ ɛ sʲ ɪ j ɛ s
ckeliaujančio	tː kʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ o
